user_id,year_of_birth,gender,region,living_standards_measure,highest_education,employment,internet_access,cable_tv_subscription,survey_completion,survey_participation_consent,bank_account,bank,last_interaction_with_bank,likelihood_to_recommend,comment_on_why,themes,start_time(GMT),time_of_last_update(GMT)
2894620,1993,Male,nyanza,9 to 12,Completed College,Other/Unemployed,Yes,Yes,FINISHED,YES,Yes,KCB,Bank agent/ agency banking,1,it is easier,,00:03.3,02:38.9
2302171,1978,Female,central,13 to 17,Completed College,Own Business,Yes,No,FINISHED,YES,Yes,Equity,Bank agent/ agency banking,10,Conivent,,00:03.4,01:12.5
2266412,1990,Female,nairobi,13 to 17,Completed University,Skilled worker,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,00:03.4,00:05.4
2289873,1971,Female,nyanza,9 to 12,Completed College,Own Business,Yes,No,FINISHED,YES,Yes,KCB,Teller or Branch transactions,9,becuase they serve quick and faster,"service,speed/efficiency",00:03.4,05:01.4
2908737,1995,Female,nairobi,13 to 17,Completed College,Other/Unemployed,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,00:03.5,00:04.9
2279428,1995,Female,riftvalley,9 to 12,Completed College,Student,Yes,No,FINISHED,YES,Yes,KCB,Teller or Branch transactions,9,Good customer service,service,00:03.5,57:41.5
2417376,1995,Male,nyanza,NA,NA,Other/Unemployed,NA,NA,TIMEDOUT,-,-,-,-,-,-,,00:03.5,00:04.9
2274022,1995,Female,nairobi,5 to 8,Completed Secondary,Other/Unemployed,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:03.5,00:05.4
2297407,1995,Male,nyanza,5 to 8,Completed College,Student,Yes,No,FINISHED,YES,Yes,Co-operative,ATM,3,Good service but some delays.,service,00:03.5,21:48.8
2265337,2000,Female,riftvalley,5 to 8,Completed Primary,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:03.7,00:05.4
2316595,1996,Male,riftvalley,9 to 12,Completed College,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:03.7,00:05.3
2887854,1988,Male,riftvalley,13 to 17,Completed College,Street / Market Seller,Yes,Yes,FINISHED,YES,Yes,KCB,Teller or Branch transactions,10,Best,,00:03.7,16:09.7
2265715,1997,Male,central,9 to 12,Completed College,Student,Yes,No,FINISHED,YES,Yes,Equity,Mobile banking,9,Good interests,,00:03.7,04:34.3
2300229,1993,Male,nairobi,9 to 12,Completed University,Own Business,Yes,No,FINISHED,YES,Yes,Equity,Customer service desk/ enquiries,1,I went to deposit cash,account,00:03.8,27:26.3
2907064,1997,Female,riftvalley,NA,NA,Other/Unemployed,NA,NA,FINISHED,YES,Yes,KCB,ATM,10,It''s easily accessible and it has branches everywhere,"accessibility,facilities",00:03.8,17:43.8
2907179,1995,Male,riftvalley,5 to 8,Completed University,Student,Yes,No,FINISHED,YES,Yes,KCB,ATM,8,"good services, atms available","atm,service",00:03.8,05:27.6
2300145,1993,Male,nairobi,NA,Some University,Skilled worker,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:03.9,00:05.4
2274678,1993,Male,nyanza,13 to 17,Completed University,Other/Unemployed,Yes,Yes,FINISHED,YES,Yes,Co-operative,ATM,9,Easy to use,speed/efficiency,00:03.9,04:18.9
2265862,1995,Male,western,9 to 12,Completed College,Student,Yes,No,FINISHED,YES,Yes,KCB,Mobile banking,7,It''s convenient en readily available all over the country,accessibility,24:03.1,00:45.5
5620856,1996,Male,riftvalley,5 to 8,University Student,Student,Yes,No,FINISHED,YES,Yes,Equity,Teller or Branch transactions,8,convinient,accessibility,24:03.1,28:18.4
2917339,1993,Male,nyanza,9 to 12,Some University,Student,Yes,No,FINISHED,YES,Yes,Co-operative,Teller or Branch transactions,10,Co_operative Bank tellers or branch transactions are available everywhere accross the country therefore saving time.,"account,facilities,speed/efficiency,staff",24:03.1,37:36.9
5632677,1994,Female,riftvalley,5 to 8,Completed College,Other/Unemployed,Yes,No,TIMEDOUT,-,-,-,-,-,-,,24:03.1,00:05.4
2921371,1995,Male,nyanza,9 to 12,Completed Uni,Skilled worker,Yes,No,FINISHED,YES,Yes,Equity,ATM,7,They should improve on customer care,service,24:03.1,26:33.7
2920739,1984,Male,coast,9 to 12,Completed College,Skilled worker,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,24:03.1,00:05.1
5633396,1993,Male,riftvalley,NA,NA,Other/Unemployed,No,No,FINISHED,YES,No,-,-,-,-,,24:03.1,25:08.0
5634728,1994,Male,riftvalley,5 to 8,Completed College,Other/Unemployed,No,No,FINISHED,YES,Yes,KCB,Bank agent/ agency banking,1,Savings,,24:03.1,07:53.3
5605115,2000,Female,central,13 to 17,Completed University,Student,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,24:03.1,00:05.9
5625446,1994,Male,riftvalley,9 to 12,Completed University,Street or Market Seller,Yes,Yes,FINISHED,YES,Yes,Equity,Mobile banking,8,the bank is so good to customer delivery,service,24:03.1,26:21.7
2265097,1993,Male,riftvalley,9 to 12,Some University,Student,Yes,Yes,FINISHED,YES,Yes,KCB,Teller or Branch transactions,2,Good Service,service,24:03.4,26:28.0
5616363,1992,Male,nyanza,5 to 8,Some University,Student,Yes,No,FINISHED,YES,Yes,Equity,ATM,9,Good customer service delivery and efficient in there Atm machines,"atm,service,speed/efficiency,system",24:03.5,26:35.8
5601672,1988,Male,riftvalley,NA,NA,Other/Unemployed,Yes,NA,FINISHED,YES,Yes,Equity,Bank agent/ agency banking,2,8,,24:03.5,24:37.3
5612047,1993,Male,riftvalley,5 to 8,Completed University,Student,Yes,No,FINISHED,YES,Yes,Co-operative,ATM,8,"Because their interest rate is low, their agents are easily assessed to","rates/charges,staff",24:03.5,29:05.5
2921169,1991,Female,nyanza,NA,NA,Student,No,NA,FINISHED,YES,No,-,-,-,-,,24:03.5,45:17.4
2911587,1991,Male,eastern,9 to 12,Completed College,Other/Unemployed,Yes,No,FINISHED,YES,Yes,Equity,ATM,10,It''s fast,speed/efficiency,24:03.6,25:49.6
2938393,1986,Female,riftvalley,13 to 17,Completed Secondary,Skilled worker,Yes,No,TIMEDOUT,-,-,-,-,-,-,,24:03.6,00:04.7
2932446,1995,Male,central,9 to 12,Completed University,Other/Unemployed,Yes,No,FINISHED,YES,Yes,Equity,Bank agent/ agency banking,8,Good customer service,service,24:03.6,36:05.1
5094121,1997,Female,nyanza,NA,NA,Other/Unemployed,NA,NA,FINISHED,YES,Yes,Equity,Customer service desk/ enquiries,10,Its the best bank ..my account got good privacy and I''ve never lost my money in my account,account,24:03.6,32:48.7
2265002,1994,Male,riftvalley,5 to 8,Some University,Student,Yes,No,FINISHED,YES,Yes,KCB,Internet banking,10,It has got good and efficient services,"service,speed/efficiency",24:03.6,33:09.2
2943056,1994,Male,riftvalley,13 to 17,Completed University,Street or Market Seller,Yes,Yes,FINISHED,YES,No,-,-,-,-,,24:03.7,00:17.2
5625445,1999,Female,nairobi,9 to 12,Completed Secondary,Student,Yes,Yes,FINISHED,YES,Yes,Co-operative,ATM,7,"The bank services are efficient,fast and easily accessible","accessibility,service,speed/efficiency",24:03.8,26:57.0
5578696,1998,Male,nyanza,1 to 4,Some University,Student,NA,NA,FINISHED,YES,Yes,KCB,Teller or Branch transactions,5,Some of the services are not much easier to access unless you go to the main bank,"accessibility,service",24:03.8,26:22.0
2912246,1998,Male,riftvalley,NA,NA,Other/Unemployed,NA,NA,TIMEDOUT,-,-,-,-,-,-,,24:03.8,00:06.4
2932810,1968,Male,riftvalley,9 to 12,Completed College,Farm owner,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,24:03.9,00:06.6
2283958,1994,Female,eastern,9 to 12,Completed College,Student,Yes,No,FINISHED,YES,Yes,Other,Teller or Branch transactions,7,They give advice to the customers and educate them on advantages of saving,service,24:03.9,30:46.7
2937915,1998,Male,riftvalley,9 to 12,Some Primary,Other/Unemployed,Yes,No,TIMEDOUT,-,-,-,-,-,-,,24:03.9,00:06.5
2283660,1994,Female,central,5 to 8,Completed College,Student,Yes,No,FINISHED,YES,No,-,-,-,-,,24:03.9,15:43.4
2560719,1988,Female,nyanza,9 to 12,Some Secondary,Street or Market Seller,Yes,No,TIMEDOUT,-,-,-,-,-,-,,24:03.9,00:06.6
2928964,1992,Female,eastern,9 to 12,Some University,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,24:03.9,00:06.6
2920670,1995,Female,nairobi,9 to 12,Completed Secondary,Other/Unemployed,Yes,Yes,FINISHED,YES,Yes,Equity,ATM,10,They offer good services and up to date,service,24:04.1,28:13.3
2914257,1993,Female,northeastern,5 to 8,Completed College,Student,Yes,No,FINISHED,YES,Yes,Equity,ATM,5,The bank is not that much cooperative,,24:04.1,25:37.5
2931941,1990,Male,riftvalley,NA,Completed University,Skilled worker,NA,NA,FINISHED,YES,Yes,Equity,Customer service desk/ enquiries,9,"They are pantual,",,24:04.1,52:30.9
5617547,1996,Male,eastern,13 to 17,Completed Secondary,Farm owner,Yes,Yes,FINISHED,YES,No,-,-,-,-,,24:04.1,25:00.9
2952144,1997,Male,eastern,13 to 17,Some University,Student,Yes,Yes,FINISHED,YES,Yes,Co-operative,Bank agent/ agency banking,10,It is suitable for saving and easier in terms of transactions,account,24:04.2,43:11.7
5612780,1993,Male,coast,13 to 17,Completed College,Skilled worker,Yes,Yes,FINISHED,YES,Yes,Equity,Bank agent/ agency banking,7,its a simple bank obviously not the best in town but i love their customer service its fast and fluid,"accessibility,service,speed/efficiency",24:04.2,28:12.1
5618126,1989,Male,nyanza,NA,NA,Non-skilled worker,Yes,NA,FINISHED,YES,Yes,KCB,ATM,8,Atm service is very quick though over the counter services you might take long due to long queues normally experienced in the particular bank,"atm,service,speed/efficiency",24:04.2,08:09.7
2265117,1992,Male,central,9 to 12,Completed Secondary,Own Business,Yes,No,FINISHED,YES,No,-,-,-,-,,24:04.2,49:25.1
2945565,1989,Male,eastern,5 to 8,Completed College,Skilled worker,Yes,No,FINISHED,YES,Yes,KCB,ATM,8,It is efficient,speed/efficiency,24:04.2,31:24.4
2906910,1998,Female,nairobi,5 to 8,Completed Secondary,Street / Market Seller,Yes,No,FINISHED,YES,Yes,Equity,Mobile banking,10,It saves time,speed/efficiency,00:03.2,53:25.7
2293855,1992,Male,central,13 to 17,Completed University,Farm owner,No,Yes,FINISHED,YES,Yes,Stanbic Bank,Mobile banking,7,Fast and reliable,speed/efficiency,00:03.2,22:34.8
2304679,1996,Male,riftvalley,9 to 12,Some University,Other/Unemployed,Yes,Yes,FINISHED,YES,Yes,Co-operative,Social media,8,Good services,service,00:03.2,06:04.7
2890743,1985,Male,coast,9 to 12,Completed Secondary,Other/Unemployed,Yes,No,FINISHED,YES,No,-,-,-,-,,00:03.2,02:50.4
2272982,1987,Male,nairobi,9 to 12,Completed College,Non-skilled worker,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,00:03.2,00:04.7
2884455,1995,Male,riftvalley,9 to 12,Completed College,Student,No,No,FINISHED,YES,Yes,KCB,Teller or Branch transactions,9,Good castomer care,,00:03.2,06:05.8
2899696,1992,Male,central,5 to 8,Some University,Non-skilled worker,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:03.2,00:04.8
2906394,1994,Male,riftvalley,5 to 8,Completed College,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:03.2,00:04.6
2905766,1990,Male,nyanza,5 to 8,Some University,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:03.2,00:04.7
2290134,1998,Male,eastern,5 to 8,Completed PostGrad,Student,Yes,No,FINISHED,YES,Yes,KCB,ATM,7,Good services,service,00:03.2,01:41.1
2884332,1995,Male,riftvalley,9 to 12,Some University,Student,Yes,No,FINISHED,YES,Yes,KCB,Bank agent/ agency banking,7,quick services,"service,speed/efficiency",00:03.5,02:53.6
2285389,1996,Female,nyanza,13 to 17,Completed PostGrad,Non-skilled worker,Yes,Yes,FINISHED,YES,Yes,KCB,Bank agent/ agency banking,10,Good service,service,00:03.5,11:22.8
2908551,1997,Male,NA,1 to 4,Some Primary,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:03.5,00:04.7
2890017,1994,Female,riftvalley,9 to 12,Some University,Other/Unemployed,Yes,No,FINISHED,YES,Yes,Equity,Customer service desk/ enquiries,7,Good services,service,00:03.5,05:48.1
2900337,1962,Male,NA,1 to 4,Some Primary,Own my own company,No,Yes,FINISHED,YES,No,-,-,-,-,,00:03.6,13:12.2
2901204,1998,Male,northeastern,5 to 8,Completed Secondary,Other/Unemployed,No,No,FINISHED,YES,No,-,-,-,-,,00:03.6,18:28.5
2906617,1993,Male,nairobi,9 to 12,Completed University,Other/Unemployed,Yes,Yes,FINISHED,YES,Yes,Equity,ATM,7,The bank is convenient and efficient,"accessibility,speed/efficiency",00:03.6,05:04.5
2274780,1990,Female,riftvalley,NA,NA,Other/Unemployed,Yes,Yes,FINISHED,YES,Yes,Co-operative,Mobile banking,10,Good service,service,00:03.6,15:56.6
2283870,1990,Male,riftvalley,9 to 12,Completed Secondary,Non-skilled worker,Yes,No,FINISHED,YES,No,-,-,-,-,,00:03.6,00:50.1
2265323,1992,Male,nairobi,5 to 8,Completed Secondary,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:03.6,00:03.9
2283785,1991,Female,nairobi,9 to 12,Completed College,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:03.8,00:04.7
2893300,1993,Male,riftvalley,9 to 12,Completed College,Student,Yes,Yes,FINISHED,YES,Yes,Equity,Internet banking,9,Availability,accessibility,00:03.8,21:37.7
2892452,1994,Male,riftvalley,9 to 12,Completed University,Other/Unemployed,Yes,Yes,FINISHED,YES,Yes,Other,Internet banking,9,Easy access to bank at any time,"accessibility,speed/efficiency",00:03.8,19:49.6
2309142,1996,Female,eastern,9 to 12,University Student,Other/Unemployed,Yes,No,FINISHED,YES,Yes,KCB,Customer service desk/ enquiries,10,They have mobile banking services,"accessibility,mobile_banking,service",00:03.8,13:10.8
2896569,1993,Female,nairobi,9 to 12,Completed University,Other/Unemployed,Yes,No,FINISHED,YES,Yes,Barclays,ATM,9,Reliable services,"service,speed/efficiency",00:03.9,27:10.7
2272813,1990,Female,nairobi,13 to 17,Some University,Street or Market Seller,Yes,Yes,FINISHED,YES,Yes,National Bank,ATM,5,"Its not a common bank, has less branches and no estate agents, not easily accessible","accessibility,facilities,staff",00:03.9,03:22.2
2274985,1989,Male,riftvalley,5 to 8,Completed College,Other/Unemployed,Yes,No,FINISHED,YES,Yes,KCB,Teller or Branch transactions,2,No disturbances,,00:03.9,02:22.1
2908563,1994,Male,riftvalley,5 to 8,Some University,Student,Yes,No,FINISHED,YES,Yes,Stanbic Bank,ATM,5,Very few number of outlets,,00:03.9,11:40.8
2285432,1996,Male,western,NA,NA,Other/Unemployed,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,00:03.9,00:03.9
2281252,1988,Male,nyanza,NA,NA,Other/Unemployed,Yes,NA,FINISHED,YES,Yes,Co-operative,Teller or Branch transactions,0,Detoririation in service delivery,service,00:03.9,05:02.6
2281719,1995,Male,NA,NA,NA,Student,Yes,No,FINISHED,YES,Yes,Co-operative,Teller or Branch transactions,6,They Are Trying,,00:04.1,32:17.6
2893884,1996,Female,eastern,NA,NA,Student,Yes,NA,FINISHED,YES,Yes,Equity,Teller or Branch transactions,10,It has the best services,service,00:04.1,06:43.4
2901385,1990,Female,riftvalley,9 to 12,NA,Other/Unemployed,Yes,Yes,FINISHED,YES,Yes,KCB,Customer service desk/ enquiries,8,It has nice approach to customers,"security,service",00:04.1,05:00.7
2282332,1992,Male,nairobi,NA,NA,Skilled worker,Yes,NA,FINISHED,YES,Yes,Diamond Trust Bank,ATM,8,High customer relation,service,00:04.2,02:43.1
2284048,1994,Female,riftvalley,9 to 12,Completed University,Other/Unemployed,Yes,Yes,FINISHED,YES,Yes,KCB,Teller or Branch transactions,8,Faster and quality services,"service,speed/efficiency",00:04.2,04:37.8
2887720,1996,Male,nyanza,9 to 12,Some University,Other/Unemployed,Yes,No,FINISHED,YES,Yes,Co-operative,Mobile banking,10,For domestic use,,00:04.2,18:30.5
2888340,1992,Male,riftvalley,9 to 12,Completed College,Student,Yes,No,FINISHED,YES,Yes,KCB,Mobile banking,8,It''s convenient and effective,accessibility,00:04.3,03:08.0
2279581,1991,Male,nyanza,9 to 12,Completed University,Other/Unemployed,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:04.3,00:03.4
2265582,1995,Female,western,9 to 12,Completed University,Other/Unemployed,Yes,No,FINISHED,YES,Yes,Other,ATM,9,Easy accessibility and lower transaction rates,"accessibility,account,rates/charges,speed/efficiency",00:04.3,14:06.5
2279814,1974,Female,nyanza,5 to 8,Completed College,Student,Yes,No,FINISHED,YES,Yes,Equity,Bank agent/ agency banking,7,"Good in loans,",loan,00:04.3,04:24.6
2897900,1990,Male,nyanza,5 to 8,Completed College,Student,Yes,No,FINISHED,YES,No,-,-,-,-,,00:05.7,38:56.5
2275421,1992,Female,nyanza,9 to 12,Completed University,Student,Yes,No,FINISHED,YES,Yes,Equity,Customer service desk/ enquiries,8,Quick and reliable services,"service,speed/efficiency",00:05.7,05:13.9
2273815,1992,Male,western,9 to 12,Completed College,Skilled worker,Yes,No,FINISHED,YES,Yes,KCB,ATM,10,Quick services offered,"service,speed/efficiency",00:05.7,02:36.8
2293960,1991,Male,central,9 to 12,Completed University,Own Business,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:05.7,00:02.9
2287158,1986,Male,nairobi,5 to 8,Completed College,Non-skilled worker,Yes,No,FINISHED,YES,Yes,KCB,Teller or Branch transactions,8,Availability in many places.,accessibility,00:05.7,16:20.8
2897448,1971,Male,NA,9 to 12,Some Primary,Own my own company,No,Yes,FINISHED,YES,Yes,Equity,Teller or Branch transactions,9,quality service delivery,service,00:05.7,07:10.0
2270202,1995,Female,central,5 to 8,Some Secondary,Other/Unemployed,Yes,No,FINISHED,YES,Yes,KCB,Teller or Branch transactions,7,they r slow bt good,speed/efficiency,00:05.7,08:00.9
1397924,1997,Female,central,13 to 17,In Uni,Student,Yes,Yes,FINISHED,YES,No,-,-,-,-,,00:05.7,56:16.5
2893941,1997,Female,eastern,9 to 12,Some University,Student,Yes,No,FINISHED,YES,Yes,Equity,Teller or Branch transactions,8,They lie that you qualify for a loan and when you apply for it they turn you down,,00:05.7,04:12.5
2270494,1974,Male,central,5 to 8,Completed Primary,Non-skilled worker,No,Yes,TIMEDOUT,-,-,-,-,-,-,,00:05.7,00:02.9
2297832,1993,Male,nairobi,9 to 12,Some University,Street or Market Seller,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,00:06.0,00:02.9
2888259,1998,Male,riftvalley,13 to 17,None,Skilled worker,Yes,No,FINISHED,YES,Yes,Equity,ATM,1,CHEAP,rates/charges,00:06.0,02:52.1
2274389,1994,Female,riftvalley,9 to 12,Some University,Student,Yes,No,TIMEDOUT,YES,Yes,Equity,-,-,-,,00:06.1,00:02.7
2891428,1992,Female,eastern,9 to 12,Completed University,Other/Unemployed,Yes,No,FINISHED,YES,Yes,Equity,Mobile banking,10,Efficient,speed/efficiency,00:06.1,10:01.4
550377,NA,Male,NA,NA,NA,NA,NA,NA,FINISHED,YES,Yes,CBA,Teller or Branch transactions,6,Poor customer service,service,00:06.1,34:20.8
2281611,1993,Female,riftvalley,NA,NA,Other/Unemployed,NA,NA,FINISHED,YES,Yes,Equity,Bank agent/ agency banking,5,Convenience but expensive,"accessibility,rates/charges",00:06.1,23:58.7
2892300,1990,Male,western,1 to 4,Some Secondary,Other/Unemployed,Yes,No,FINISHED,YES,Yes,Other,Bank agent/ agency banking,7,"Trusted,kind hearted service and good service offered",service,00:06.1,06:18.3
2903926,1997,Male,nairobi,9 to 12,Some University,Student,Yes,No,FINISHED,YES,Yes,KCB,Mobile banking,8,The services are faster,"service,speed/efficiency",00:06.1,59:35.0
2890887,1992,Male,central,9 to 12,Completed PostGrad,Skilled worker,Yes,No,FINISHED,YES,Yes,Equity,Mobile banking,10,"Equity bank is the best for online banking, I like equity since it allows me to perform online business, like liking it with my paypal","accessibility,online_banking",00:06.1,09:09.5
2266159,1998,Male,nyanza,9 to 12,Some University,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:06.2,00:03.0
2265585,1991,Male,eastern,13 to 17,Completed College,Skilled worker,Yes,No,FINISHED,YES,Yes,Co-operative,ATM,8,Good service,service,00:06.3,31:19.5
2322025,1997,Female,riftvalley,9 to 12,Completed University,Skilled worker,Yes,No,FINISHED,YES,Yes,KCB,Teller or Branch transactions,10,Good customer service,service,00:06.3,24:00.7
2292189,1996,Male,riftvalley,9 to 12,Completed University,Other/Unemployed,Yes,Yes,FINISHED,YES,Yes,Co-operative,ATM,8,Good services,service,00:06.5,02:38.3
2909289,1991,Female,coast,5 to 8,Some University,Student,Yes,No,FINISHED,YES,Yes,KCB,ATM,7,Their service are a bit cheap,"rates/charges,service",00:06.5,05:08.8
2265719,1994,Female,riftvalley,9 to 12,Completed University,Street or Market Seller,Yes,No,FINISHED,YES,Yes,KCB,Bank agent/ agency banking,10,The agents are very friendly and the services are readily available,"service,staff",00:06.5,30:56.4
2285027,1992,Male,nyanza,9 to 12,Completed University,Own Business,Yes,No,FINISHED,YES,Yes,Co-operative,Mobile banking,9,I can recommend to a friend but the transaction charges are a bit high,account,00:06.5,15:20.3
2317656,1992,Male,nairobi,9 to 12,Completed Secondary,Other/Unemployed,Yes,No,FINISHED,YES,Yes,Co-operative,Mobile banking,6,Mobile agent withdrawal fails most of time,"account,mobile_banking,speed/efficiency",00:06.5,29:36.6
2300428,1968,Male,riftvalley,9 to 12,Completed University,Other/Unemployed,NA,NA,FINISHED,YES,Yes,KCB,Mobile banking,9,Efficient,speed/efficiency,00:06.5,04:05.8
2893950,1997,Female,nairobi,9 to 12,Completed College,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:06.5,00:02.9
